time,ax,ay,az,atotal
0.006799936294555664,0.26,0.01,1.57,1.59
0.00989985466003418,0.04,-0.05,-0.3,0.3
0.02443695068359375,-0.09,0.31,-1.86,1.88
0.029932022094726562,-0.37,0.39,-2.7,2.75
0.04020810127258301,-0.71,0.4,-2.96,3.07
0.05109095573425293,-0.39,0.57,-2.24,2.34
0.0602869987487793,0.34,1.12,-1.06,1.57
0.07096099853515625,0.41,1.53,0.27,1.6
0.08063793182373047,0.84,1.65,0.56,1.93
0.0908048152923584,1.86,1.39,-0.55,2.38
0.10164594650268555,2.56,0.89,-1.87,3.29
0.11085200309753418,2.41,0.52,-2.21,3.31
0.12813210487365723,0.73,0.38,-0.01,0.82
0.13123488426208496,-2.43,0.61,3.67,4.44
0.14165902137756348,-2.66,0.85,1.98,3.42
0.15167498588562012,-2.02,0.89,1.61,2.73
0.1611640453338623,-1.27,1.35,2.32,2.96
0.17193198204040527,-0.26,1.61,1.69,2.34
0.1819288730621338,0.41,1.45,1.43,2.07
0.19175100326538086,1.15,0.98,1.74,2.3
0.20221495628356934,1.17,0.26,1.44,1.87
0.21201300621032715,0.38,-0.57,1.6,1.74
0.22952008247375488,0.25,-0.72,1.88,2.02
0.23201584815979004,0.72,-0.5,1.73,1.93
0.24260687828063965,0.96,-0.51,1.39,1.76
0.25251102447509766,0.5,-1.01,0.37,1.18
0.2619020938873291,0.21,-1.3,-1.02,1.66
0.27251291275024414,0.93,-1.11,-2.61,2.98
0.282977819442749,1.92,-0.96,-3.68,4.26
0.2924158573150635,1.66,0.05,-3.71,4.06
0.30344295501708984,2.57,1.86,-2.69,4.15
0.31296706199645996,3.57,3.0,-0.96,4.76
0.3318750858306885,3.74,3.48,0.14,5.11
0.3343350887298584,0.4,5.36,5.05,7.37
0.3426659107208252,-2.12,5.91,4.5,7.72
0.35333800315856934,0.84,3.88,-1.53,4.25
0.3630499839782715,2.85,3.0,-3.11,5.17
0.3730599880218506,2.02,2.89,-2.19,4.15
0.3837089538574219,0.09,2.99,-0.82,3.1
0.3936331272125244,-2.44,3.13,-0.45,3.99
0.40392279624938965,0.53,2.08,-3.35,3.97
0.41425585746765137,-0.1,2.08,-2.02,2.9
0.43270087242126465,-0.63,2.81,-0.62,2.94
0.43494701385498047,0.27,3.2,-2.11,3.84
0.44340991973876953,1.78,2.2,-3.51,4.5
0.4539940357208252,1.33,0.52,-4.23,4.46
0.46428799629211426,-0.92,-0.03,-3.98,4.08
0.47411608695983887,-0.12,-0.29,-4.03,4.04
0.48447680473327637,1.96,-0.69,-5.18,5.58
0.4941539764404297,2.87,-1.26,-6.2,6.94
0.504472017288208,3.63,-2.21,-6.54,7.79
0.5151998996734619,2.74,-3.59,-7.36,8.63
0.529188871383667,2.48,-4.89,-7.33,9.15
0.534343957901001,2.98,-5.43,-7.54,9.75
0.5444490909576416,3.72,-5.84,-8.4,10.88
0.5550060272216797,3.95,-7.24,-9.04,12.23
0.5653440952301025,4.91,-9.23,-10.49,14.81
0.5750257968902588,5.33,-11.34,-10.88,16.59
0.5853979587554932,5.07,-13.39,-9.18,17.0
0.5951931476593018,4.4,-14.77,-9.78,18.25
0.6053440570831299,4.16,-15.55,-9.86,18.87
0.6161580085754395,3.91,-17.27,-8.82,19.78
0.6311860084533691,5.0,-19.94,-8.94,22.41
0.6357347965240479,6.11,-22.19,-8.09,24.39
0.6456930637359619,6.9,-23.54,-7.11,25.54
0.6557769775390625,7.65,-24.93,-6.28,26.82
0.6658070087432861,8.72,-26.9,-5.36,28.78
0.6755678653717041,10.56,-29.23,-4.66,31.42
0.6860430240631104,12.09,-31.59,-4.53,34.12
0.6966168880462646,14.01,-33.76,-4.43,36.81
0.7062118053436279,15.29,-34.18,-3.33,37.59
0.7168350219726562,16.17,-34.63,-1.41,38.24
0.7311460971832275,17.8,-36.44,0.61,40.55
0.7356898784637451,19.92,-39.17,2.04,43.99
0.7466349601745605,22.84,-41.47,3.59,47.47
0.7565090656280518,25.98,-41.29,4.72,49.01
0.7667720317840576,28.91,-39.49,5.39,49.23
0.776479959487915,30.67,-38.98,5.76,49.93
0.7865478992462158,31.94,-39.0,6.31,50.8
0.7971339225769043,32.56,-38.08,6.47,50.51
0.806751012802124,32.07,-37.21,5.69,49.45
0.8173480033874512,31.6,-36.93,4.52,48.81
0.8304569721221924,30.79,-37.1,3.54,48.34
0.836594820022583,30.04,-36.42,3.11,47.31
0.8474581241607666,29.52,-35.13,2.63,45.96
0.8573119640350342,28.75,-33.37,2.26,44.1
0.8674490451812744,27.53,-30.43,2.15,41.09
0.8773889541625977,27.05,-28.05,2.45,39.04
0.8873498439788818,27.06,-26.29,2.92,37.84
0.8976190090179443,27.34,-24.64,2.65,36.9
0.907634973526001,27.56,-22.75,2.3,35.81
0.9179089069366455,27.71,-21.26,1.84,34.97
0.9315659999847412,28.13,-20.12,1.63,34.62
0.9373290538787842,28.46,-18.88,2.17,34.22
0.947437047958374,28.96,-16.73,3.45,33.62
0.9581458568572998,29.8,-15.13,4.37,33.7
0.9682028293609619,30.89,-14.44,4.75,34.42
0.9782929420471191,32.9,-14.5,4.24,36.2
0.9883599281311035,34.12,-12.97,4.46,36.77
0.9988601207733154,34.97,-7.42,6.72,36.37
1.008526086807251,36.88,0.19,10.16,38.25
1.018690824508667,39.91,7.45,13.55,42.8
1.033277988433838,41.58,11.96,14.53,45.64
1.0381460189819336,40.89,11.56,14.95,45.04
1.0486948490142822,40.22,9.96,16.41,44.56
1.0589900016784668,39.05,9.92,17.72,44.01
1.0692260265350342,36.78,10.52,17.88,42.22
1.0789577960968018,34.54,10.05,16.38,39.52
1.0892460346221924,32.37,9.87,14.7,36.89
1.0995628833770752,30.19,10.1,13.3,34.5
1.1094589233398438,28.37,9.81,11.43,32.12
1.1195428371429443,26.93,9.5,9.25,30.01
1.1335759162902832,26.22,8.87,6.81,28.5
1.1389830112457275,26.39,6.91,4.42,27.63
1.1499850749969482,26.05,4.83,2.51,26.61
1.1593258380889893,26.79,2.51,1.05,26.92
1.1701748371124268,28.34,-0.56,-1.22,28.37
1.179837942123413,30.64,-3.26,-4.64,31.16
1.189842939376831,33.92,-5.82,-8.55,35.46
1.2004039287567139,37.75,-10.21,-13.57,41.39
1.2102200984954834,41.57,-15.92,-19.04,48.41
1.220484972000122,44.61,-22.32,-25.66,56.09
1.2372279167175293,49.21,-31.49,-33.71,67.45
1.239778995513916,51.77,-39.29,-40.67,76.66
1.2506868839263916,53.85,-45.33,-45.74,83.94
1.2604279518127441,54.75,-48.56,-49.68,88.45
1.2707350254058838,54.48,-52.98,-52.32,92.26
1.2808301448822021,53.98,-57.96,-54.05,95.88
1.2907068729400635,53.27,-60.01,-57.13,98.5
1.3011829853057861,53.24,-64.22,-58.98,102.16
1.310826063156128,51.11,-66.66,-58.33,102.26
1.3212809562683105,49.54,-68.09,-56.55,101.43
1.3379759788513184,48.92,-68.85,-53.71,100.09
1.3436000347137451,48.68,-69.62,-50.53,98.84
1.3547179698944092,47.6,-70.52,-48.24,97.8
1.3640589714050293,44.15,-69.75,-46.73,94.85
1.3741390705108643,39.9,-69.14,-45.91,92.08
1.384488821029663,34.36,-67.96,-42.83,87.37
1.3942558765411377,29.61,-65.57,-39.44,82.04
1.404878854751587,23.97,-61.73,-36.14,75.44
1.4154508113861084,17.86,-57.54,-32.87,68.63
1.424772024154663,14.15,-55.52,-30.34,64.83
1.4409458637237549,12.72,-54.93,-26.57,62.33
1.444342851638794,11.95,-53.28,-22.78,59.16
1.45530104637146,11.13,-51.41,-20.12,56.31
1.4651169776916504,6.46,-49.42,-14.7,51.96
1.4748749732971191,-1.34,-44.93,-8.16,45.68
1.4852368831634521,-6.54,-38.51,0.84,39.07
1.4949579238891602,-10.77,-38.25,10.09,40.99
1.505223035812378,-9.52,-43.33,10.49,45.58
1.516160011291504,-7.65,-47.76,12.61,49.98
1.5251529216766357,-5.56,-49.38,15.98,52.19
1.5399739742279053,-4.41,-50.49,19.18,54.19
1.5450670719146729,-4.29,-48.14,21.35,52.83
1.555953025817871,-3.13,-43.88,23.24,49.75
1.5659458637237549,0.41,-41.84,23.97,48.22
1.5757091045379639,3.13,-38.31,24.77,45.72
1.586164951324463,3.28,-36.64,26.15,45.13
1.5958130359649658,1.42,-39.01,26.61,47.24
1.606208086013794,1.2,-41.38,25.24,48.48
1.6165049076080322,3.28,-42.93,21.77,48.24
1.6261439323425293,5.94,-41.54,17.72,45.55
1.642254114151001,7.68,-38.35,14.33,41.65
1.6459228992462158,8.74,-34.79,11.83,37.77
1.656553030014038,9.38,-30.37,10.1,33.35
1.665902853012085,9.81,-26.24,8.39,29.24
1.6765620708465576,9.92,-23.54,6.87,26.45
1.686697006225586,9.35,-22.1,5.62,24.64
1.6962289810180664,8.3,-23.27,3.93,25.01
1.7066459655761719,7.32,-25.96,1.17,26.99
1.7177119255065918,7.05,-27.08,-2.83,28.12
1.7271149158477783,5.85,-27.1,-6.24,28.41
1.7434980869293213,6.01,-26.82,-8.21,28.68
1.7466881275177002,7.89,-26.75,-10.12,29.66
1.7581098079681396,11.51,-28.14,-10.52,32.17
1.767529010772705,16.37,-29.98,-10.99,35.88
1.7775790691375732,17.81,-27.25,-14.8,35.76
1.7877979278564453,17.44,-22.02,-18.59,33.68
1.798137903213501,15.99,-18.98,-16.95,30.05
1.8074219226837158,14.34,-16.09,-13.18,25.26
1.8181679248809814,12.72,-13.62,-10.27,21.27
1.8274948596954346,12.55,-13.3,-8.54,20.18
1.8444809913635254,14.0,-11.98,-10.29,21.1
1.8473520278930664,15.2,-7.55,-13.77,21.85
1.8583400249481201,15.97,-3.14,-13.99,21.46
1.8683488368988037,16.9,-1.01,-11.27,20.33
1.8777568340301514,16.47,1.48,-7.72,18.24
1.887995958328247,14.95,4.64,-5.09,16.46
1.8985741138458252,14.34,5.11,-3.35,15.58
1.9084079265594482,13.51,2.32,-1.95,13.84
1.9189839363098145,12.09,1.2,-2.01,12.31
1.9284369945526123,10.77,3.15,-3.22,11.67
1.9454150199890137,11.85,2.27,-2.14,12.25
1.9481449127197266,13.62,-3.02,-0.42,13.95
1.958709955215454,14.74,-4.86,-0.66,15.53
1.9690790176391602,16.65,-2.79,-2.15,17.01
1.9791929721832275,19.7,-4.96,-4.66,20.84
1.9890499114990234,22.42,-7.84,-8.75,25.31
1.9998619556427002,24.78,-5.73,-11.78,28.02
2.009591817855835,26.28,-2.34,-12.55,29.21
2.0198748111724854,26.22,-0.19,-10.54,28.25
2.029690980911255,26.41,2.64,-6.93,27.43
2.047060012817383,30.87,6.53,-2.72,31.67
2.0492069721221924,35.35,8.61,-0.42,36.38
2.0597240924835205,26.76,4.48,-4.6,27.51
2.069917917251587,20.13,-0.13,-4.07,20.53
2.079425096511841,19.39,-1.1,-1.88,19.51
2.0898289680480957,17.93,-3.47,-2.2,18.39
2.1007258892059326,17.34,-7.9,-4.07,19.48
2.1100399494171143,16.04,-11.29,-6.18,20.56
2.1205379962921143,13.61,-12.22,-6.8,19.51
2.130728006362915,12.68,-13.17,-6.76,19.49
2.148352861404419,11.64,-14.89,-5.95,19.81
2.150484800338745,11.24,-15.46,-5.59,19.91
2.1600677967071533,12.32,-16.22,-6.28,21.31
2.1713459491729736,13.2,-17.63,-6.69,23.01
2.180791139602661,13.89,-18.95,-7.11,24.54
2.1908769607543945,14.99,-21.41,-6.93,27.03
2.2012250423431396,15.28,-23.19,-6.39,28.49
2.2107760906219482,15.37,-23.9,-6.06,29.05
2.221184015274048,15.43,-24.93,-5.58,29.84
2.2316558361053467,15.54,-26.03,-5.19,30.75
2.246978998184204,16.13,-27.18,-5.01,32.0
2.2508938312530518,17.31,-29.18,-4.66,34.24
2.2607080936431885,18.01,-31.36,-4.39,36.42
2.2715229988098145,17.83,-32.22,-3.84,37.02
2.2819600105285645,17.0,-31.58,-2.71,35.96
2.2914059162139893,16.21,-30.78,-2.61,34.88
2.3020589351654053,15.01,-29.82,-2.5,33.47
2.3116559982299805,14.14,-30.3,-3.46,33.61
2.321869134902954,13.72,-30.82,-5.33,34.15
2.3326339721679688,13.34,-30.12,-5.81,33.45
2.347593069076538,14.31,-28.78,-6.77,32.84
2.351717948913574,15.83,-27.74,-7.03,32.7
2.361794948577881,17.27,-27.27,-7.77,33.2
2.371793031692505,17.8,-26.12,-8.81,32.81
2.3825340270996094,17.77,-27.66,-9.35,34.17
2.3923559188842773,15.57,-26.44,-9.4,32.09
2.4026999473571777,12.54,-23.88,-10.35,28.88
2.4123218059539795,10.55,-22.39,-10.95,27.06
2.422614812850952,9.22,-20.06,-11.43,24.86
2.432997941970825,8.15,-17.29,-11.48,22.29
2.4504411220550537,6.92,-14.95,-11.09,19.85
2.4523708820343018,6.36,-12.96,-10.57,17.89
2.4628469944000244,6.52,-11.65,-9.6,16.44
2.4729931354522705,6.64,-10.94,-8.81,15.53
2.483386993408203,5.67,-10.02,-8.43,14.26
2.49269700050354,4.02,-8.76,-8.04,12.55
2.5033929347991943,2.65,-7.4,-7.52,10.87
2.513098955154419,2.35,-5.65,-7.01,9.3
2.5232949256896973,2.33,-4.22,-6.95,8.45
2.534034013748169,1.96,-3.07,-6.63,7.56
2.5520529747009277,1.57,-2.17,-6.82,7.32
2.553921937942505,0.97,-1.85,-7.03,7.33
2.5633671283721924,-0.09,-1.42,-7.18,7.31
2.573499917984009,-1.02,-0.33,-7.12,7.2
2.5844528675079346,-1.62,0.75,-6.86,7.08
2.5936148166656494,-2.04,1.65,-6.42,6.93
2.6040050983428955,-2.32,2.42,-5.8,6.69
2.6147549152374268,-2.12,2.75,-5.21,6.26
2.6243479251861572,-1.07,2.61,-4.62,5.41
2.6349120140075684,-0.19,1.93,-4.14,4.57
2.6539671421051025,0.14,1.13,-3.69,3.86
2.6557438373565674,-0.06,0.9,-3.33,3.45
2.6644909381866455,-0.25,0.94,-2.9,3.05
2.6745059490203857,-0.35,0.8,-2.44,2.59
2.6849019527435303,1.05,0.12,-1.47,1.81
2.694472074508667,0.77,0.36,0.29,0.89
2.7052528858184814,1.16,-0.15,-0.88,1.46
2.715100049972534,0.55,-1.17,-0.73,1.48
2.724695920944214,0.82,-1.2,-0.89,1.7
2.7353808879852295,0.84,-0.79,-0.92,1.47
2.754369020462036,0.25,-0.61,-0.8,1.03
2.7559609413146973,-0.13,-0.55,-1.01,1.15
2.765648126602173,-0.68,-0.61,-1.46,1.72
2.7750139236450195,-1.06,-0.88,-1.7,2.18
2.785655975341797,-1.08,-1.41,-1.97,2.65
2.7952449321746826,-1.17,-1.77,-2.16,3.02
2.805367946624756,-1.17,-1.99,-2.14,3.14
2.8162670135498047,-0.94,-2.02,-2.02,3.0
2.8258488178253174,-0.8,-1.69,-1.98,2.72
2.836560010910034,-0.55,-1.5,-2.02,2.57
2.8552210330963135,-0.17,-1.65,-2.1,2.67
2.856782913208008,-0.5,-1.73,-2.4,3.0
2.866286039352417,-0.26,-2.18,-2.49,3.31
2.8757340908050537,-0.35,-2.45,-2.51,3.52
2.8869259357452393,-0.81,-2.26,-2.26,3.29
2.8960490226745605,-1.1,-1.7,-2.15,2.95
2.9063971042633057,-0.88,-1.02,-1.78,2.23
2.916745901107788,-0.52,-0.57,-1.79,1.94
2.926677942276001,-0.29,-0.46,-2.01,2.08
2.9369208812713623,-0.3,-0.5,-2.31,2.38
2.954514980316162,-0.46,-0.25,-2.6,2.65
2.956624984741211,-0.17,0.45,-2.77,2.81
2.96714186668396,0.19,0.91,-2.97,3.11
2.9768941402435303,0.13,0.5,-2.89,2.93
2.9872210025787354,-0.28,-0.37,-2.66,2.7
2.9967339038848877,-0.73,-0.77,-2.45,2.66
3.0071749687194824,-0.71,-0.62,-2.01,2.22
3.0176990032196045,-0.55,-0.4,-1.8,1.92
3.0272629261016846,-0.49,-0.28,-1.55,1.64
3.0378620624542236,-0.34,0.06,-1.16,1.21
3.0566279888153076,-0.01,0.69,-0.82,1.07
3.058290958404541,0.33,1.29,-0.5,1.42
3.068351984024048,0.72,1.88,-0.38,2.04
3.077564001083374,0.89,2.35,-0.77,2.62
3.087754964828491,1.19,2.21,-0.92,2.67
3.09795880317688,1.34,1.39,-0.36,1.96
3.107887029647827,0.99,0.47,0.2,1.11
3.118415117263794,0.49,-0.18,0.06,0.52
3.1279489994049072,-0.06,-0.58,-0.3,0.65
3.138641119003296,-0.53,-0.64,-0.6,1.02
3.1574599742889404,-0.84,-0.46,-0.62,1.14
3.1590769290924072,-1.06,-0.29,-0.61,1.25
3.168846845626831,-1.09,-0.31,-0.49,1.23
3.1782238483428955,-0.93,-0.28,-0.3,1.01
3.1885499954223633,-0.64,0.09,-0.21,0.67
3.198899030685425,-0.28,0.46,-0.32,0.62
3.208878993988037,0.06,0.73,-0.39,0.82
3.2192649841308594,0.22,0.95,-0.45,1.07
3.2288620471954346,0.26,0.95,-0.57,1.13
3.239187002182007,0.38,0.56,-0.55,0.87
3.2584540843963623,0.51,0.18,-0.37,0.65
3.260232925415039,0.51,0.08,-0.32,0.6
3.2697761058807373,0.46,-0.08,-0.3,0.55
3.2789509296417236,0.25,-0.3,-0.36,0.53
3.289407968521118,-0.21,-0.67,-0.52,0.87
3.300323963165283,-0.49,-0.73,-0.64,1.08
3.30954909324646,-0.83,-0.43,-0.68,1.15
3.320152997970581,-1.04,-0.25,-0.69,1.27
3.3296048641204834,-1.09,-0.1,-0.66,1.27
3.340261936187744,-1.12,0.07,-0.59,1.26
3.359064817428589,-1.15,0.31,-0.51,1.29
3.36073899269104,-0.92,0.46,-0.53,1.15
3.3704569339752197,-0.62,0.54,-0.37,0.9
3.3798668384552,-0.44,0.78,-0.16,0.9
3.390165090560913,-0.33,0.69,-0.15,0.77
3.4010651111602783,0.15,0.72,0.03,0.73
3.410231828689575,0.33,1.17,-0.4,1.27
3.420789957046509,0.2,1.48,-0.85,1.71
3.4309871196746826,0.31,1.66,-1.02,1.97
3.4409101009368896,0.42,1.77,-1.37,2.27
3.4594979286193848,0.42,1.85,-1.58,2.46
3.4615209102630615,0.45,1.67,-1.54,2.31
3.4711410999298096,0.42,1.43,-1.38,2.03
3.481045961380005,0.55,1.23,-1.37,1.92
3.4910948276519775,0.61,0.86,-1.22,1.61
3.5017409324645996,0.55,0.5,-0.95,1.2
3.511399030685425,0.42,0.36,-0.84,1.0
3.5219781398773193,0.28,0.29,-0.87,0.95
3.532514810562134,0.09,0.26,-0.88,0.92
3.5417068004608154,-0.11,0.34,-0.92,0.98
3.561034917831421,-0.25,0.43,-0.98,1.09
3.5628700256347656,-0.29,0.53,-0.94,1.11
3.5719821453094482,-0.28,0.62,-0.84,1.08
3.5818440914154053,-0.25,0.59,-0.71,0.95
3.5917630195617676,-0.28,0.58,-0.49,0.8
3.6025121212005615,-0.37,0.66,-0.46,0.88
3.612622022628784,-0.41,0.67,-0.39,0.87
3.6225340366363525,-0.47,0.68,-0.31,0.88
3.633010149002075,-0.46,0.68,-0.37,0.9
3.642426013946533,-0.4,0.71,-0.38,0.89
3.661379098892212,-0.3,0.71,-0.41,0.87
3.6629509925842285,-0.16,0.65,-0.41,0.78
3.672750949859619,-0.03,0.56,-0.46,0.72
3.6830050945281982,0.08,0.52,-0.52,0.73
3.6923811435699463,0.14,0.54,-0.51,0.75
3.702860116958618,0.14,0.57,-0.49,0.76
3.7128119468688965,0.18,0.59,-0.47,0.77
3.723036050796509,0.22,0.62,-0.41,0.77
3.7339060306549072,0.25,0.74,-0.35,0.85
3.743224859237671,0.3,0.82,-0.2,0.89
3.761875867843628,0.34,0.84,-0.13,0.91
3.763890027999878,0.32,1.0,-0.22,1.07
3.773966073989868,0.44,1.05,-0.24,1.16
3.7837588787078857,0.55,1.31,-0.36,1.46
3.7931511402130127,0.68,1.4,-0.69,1.7
3.8038570880889893,0.67,1.45,-0.56,1.69
3.814211130142212,0.79,1.2,-0.61,1.56
3.8238089084625244,0.98,0.74,-0.29,1.26
3.8346059322357178,0.91,0.98,-1.11,1.73
3.84427809715271,1.07,1.27,-1.57,2.28
3.8631319999694824,0.85,1.01,-0.86,1.57
3.865724802017212,0.63,0.69,-0.51,1.06
3.8738420009613037,0.47,0.33,-0.46,0.73
3.8845880031585693,0.23,0.05,-0.29,0.37
3.8939788341522217,-0.02,-0.07,-0.16,0.17
3.904470920562744,-0.25,-0.15,-0.12,0.31
3.9148008823394775,-0.48,-0.21,-0.07,0.52
3.924459934234619,-0.66,-0.19,-0.02,0.68
3.935492992401123,-0.83,-0.11,0.01,0.83
3.944837808609009,-0.94,-0.1,0.06,0.94
3.9641311168670654,-0.98,-0.16,0.09,0.99
3.966216802597046,-0.95,-0.23,0.04,0.97
3.975466012954712,-0.97,-0.42,-0.21,1.07
3.9856441020965576,-0.99,-0.64,-0.58,1.31
3.994769811630249,-0.95,-0.86,-0.67,1.44
4.0052878856658936,-1.13,-0.79,-0.19,1.39
4.0158851146698,-1.04,-0.27,0.19,1.09
4.025224924087524,-0.53,0.12,0.2,0.57
4.036318063735962,-0.38,0.29,-0.02,0.47
4.045696973800659,-0.05,0.4,-0.24,0.46
4.065124988555908,0.17,0.44,-0.12,0.48
4.067623853683472,0.42,0.43,0.03,0.6
4.075385808944702,0.67,0.38,0.13,0.78
4.086272954940796,0.76,0.34,0.15,0.84
4.095610857009888,0.84,0.35,0.0,0.9
4.106137037277222,0.7,0.32,-0.11,0.77
4.116704940795898,0.67,0.35,-0.16,0.77
4.126027822494507,0.73,0.49,-0.11,0.88
4.137059926986694,0.48,0.53,-0.29,0.77
4.1464879512786865,0.33,0.48,-0.28,0.64
4.166033983230591,0.33,0.48,-0.08,0.58
4.16768479347229,0.3,0.44,0.0,0.53
4.176253080368042,0.2,0.37,0.0,0.42
4.187730073928833,0.13,0.36,-0.05,0.38
4.196650981903076,0.19,0.33,-0.59,0.7
4.20667290687561,0.25,0.32,-0.16,0.43
4.217320919036865,0.29,0.33,0.24,0.5
4.226938962936401,0.23,0.4,0.04,0.46
4.2374279499053955,0.12,0.6,0.0,0.61
4.2478930950164795,0.09,0.73,-0.21,0.76
